date_id,category_id,geo_id,sales_qty,sales_amt
2023-11-30T00:00:00,1002,3,4,1432
2023-11-30T00:00:00,1003,1,6,2148
2023-11-30T00:00:00,1003,2,1,358
2023-11-30T00:00:00,1003,3,8,2864
2023-11-30T00:00:00,1004,1,3,1074
2023-11-30T00:00:00,1004,2,9,3222
2023-11-30T00:00:00,1004,3,4,1432
2023-11-30T00:00:00,1005,1,9,3222
2023-11-30T00:00:00,1005,2,7,2506
2023-11-30T00:00:00,1005,3,2,716
2023-11-30T00:00:00,1006,1,6,2148
2023-11-30T00:00:00,1006,2,5,1790
2023-11-30T00:00:00,1006,3,8,2864
2023-11-30T00:00:00,1007,1,2,716
2023-11-30T00:00:00,1007,2,0,0
2023-11-30T00:00:00,1007,3,9,3222
2023-11-30T00:00:00,1008,1,6,2148
2023-11-30T00:00:00,1008,2,4,1432
2023-11-30T00:00:00,1008,3,8,2864
2023-11-30T00:00:00,1009,1,9,3222
2023-11-30T00:00:00,1009,2,9,3222
2023-11-30T00:00:00,1009,3,9,3222
2023-11-30T00:00:00,1010,1,1,358
2023-11-30T00:00:00,1010,2,2,716
2023-11-30T00:00:00,1010,3,8,2864
2023-12-01T00:00:00,1001,1,8,2864
2023-12-01T00:00:00,1001,2,8,2864
2023-12-01T00:00:00,1001,3,9,3222
2023-12-01T00:00:00,1002,1,2,716
2023-12-01T00:00:00,1002,2,7,2506
2023-12-01T00:00:00,1002,3,5,1790
2023-12-01T00:00:00,1003,1,2,716
2023-12-01T00:00:00,1003,2,4,1432
2023-12-01T00:00:00,1003,3,2,716
2023-12-01T00:00:00,1004,1,3,1074
2023-12-01T00:00:00,1004,2,9,3222
2023-12-01T00:00:00,1004,3,3,1074
2023-12-01T00:00:00,1005,1,2,716
2023-12-01T00:00:00,1005,2,2,716
2023-12-01T00:00:00,1005,3,7,2506
2023-12-01T00:00:00,1006,1,7,2506
2023-12-01T00:00:00,1006,2,3,1074
2023-12-01T00:00:00,1006,3,4,1432
2023-12-01T00:00:00,1007,1,2,716
2023-12-01T00:00:00,1007,2,9,3222
2023-12-01T00:00:00,1007,3,0,0
2023-12-01T00:00:00,1008,1,9,3222
2023-12-01T00:00:00,1008,2,7,2506
2023-12-01T00:00:00,1008,3,4,1432
2023-12-01T00:00:00,1009,1,1,358
2023-12-01T00:00:00,1009,2,5,1790
2023-12-01T00:00:00,1009,3,8,2864
2023-12-01T00:00:00,1010,1,0,0
2023-12-01T00:00:00,1010,2,8,2864
2023-12-01T00:00:00,1010,3,9,3222
2023-12-02T00:00:00,1001,1,8,2864
2023-12-02T00:00:00,1001,2,9,3222
2023-12-02T00:00:00,1001,3,3,1074
2023-12-02T00:00:00,1002,1,9,3222
2023-12-02T00:00:00,1002,2,0,0
2023-12-02T00:00:00,1002,3,0,0
2023-12-02T00:00:00,1003,1,4,1432
2023-12-02T00:00:00,1003,2,7,2506
2023-12-02T00:00:00,1003,3,0,0
2023-12-02T00:00:00,1004,1,8,2864
2023-12-02T00:00:00,1004,2,5,1790
2023-12-02T00:00:00,1004,3,6,2148
2023-12-02T00:00:00,1005,1,0,0
2023-12-02T00:00:00,1005,2,1,358
2023-12-02T00:00:00,1005,3,6,2148
2023-12-02T00:00:00,1006,1,7,2506
2023-12-02T00:00:00,1006,2,8,2864
2023-12-02T00:00:00,1006,3,1,358
2023-12-02T00:00:00,1007,1,5,1790
2023-12-02T00:00:00,1007,2,0,0
2023-12-02T00:00:00,1007,3,1,358
2023-12-02T00:00:00,1008,1,3,1074
2023-12-02T00:00:00,1008,2,7,2506
2023-12-02T00:00:00,1008,3,2,716
2023-12-02T00:00:00,1009,1,9,3222
2023-12-02T00:00:00,1009,2,9,3222
2023-12-02T00:00:00,1009,3,7,2506
2023-12-02T00:00:00,1010,1,4,1432
2023-12-02T00:00:00,1010,2,9,3222
2023-12-02T00:00:00,1010,3,1,358
2023-12-03T00:00:00,1001,1,2,716
2023-12-03T00:00:00,1001,2,2,716
2023-12-03T00:00:00,1001,3,6,2148
2023-12-03T00:00:00,1002,1,8,2864
2023-12-03T00:00:00,1002,2,3,1074
2023-12-03T00:00:00,1002,3,5,1790
2023-12-03T00:00:00,1003,1,1,358
2023-12-03T00:00:00,1003,2,3,1074
2023-12-03T00:00:00,1003,3,5,1790
2023-12-03T00:00:00,1004,1,6,2148
2023-12-03T00:00:00,1004,2,6,2148
2023-12-03T00:00:00,1004,3,2,716
2023-12-03T00:00:00,1005,1,1,358
2023-12-03T00:00:00,1005,2,8,2864
2023-12-03T00:00:00,1005,3,5,1790
2023-12-03T00:00:00,1006,1,8,2864
2023-12-03T00:00:00,1006,2,8,2864
2023-12-03T00:00:00,1006,3,8,2864
2023-12-03T00:00:00,1007,1,9,3222
2023-12-03T00:00:00,1007,2,5,1790
2023-12-03T00:00:00,1007,3,1,358
2023-12-03T00:00:00,1008,1,4,1432
2023-12-03T00:00:00,1008,2,8,2864
2023-12-03T00:00:00,1008,3,9,3222
2023-12-03T00:00:00,1009,1,8,2864
2023-12-03T00:00:00,1009,2,6,2148
2023-12-03T00:00:00,1009,3,8,2864
2023-12-03T00:00:00,1010,1,1,358
2023-12-03T00:00:00,1010,2,0,0
2023-12-03T00:00:00,1010,3,7,2506
2023-12-04T00:00:00,1001,1,0,0
2023-12-04T00:00:00,1001,2,1,358
2023-12-04T00:00:00,1001,3,0,0
2023-12-04T00:00:00,1002,1,3,1074
2023-12-04T00:00:00,1002,2,7,2506
2023-12-04T00:00:00,1002,3,3,1074
2023-12-04T00:00:00,1003,1,3,1074
2023-12-04T00:00:00,1003,2,2,716
2023-12-04T00:00:00,1003,3,7,2506
2023-12-04T00:00:00,1004,1,5,1790
2023-12-04T00:00:00,1004,2,6,2148
2023-12-04T00:00:00,1004,3,8,2864
2023-12-04T00:00:00,1005,1,2,716
2023-12-04T00:00:00,1005,2,4,1432
2023-12-04T00:00:00,1005,3,7,2506
2023-12-04T00:00:00,1006,1,3,1074
2023-12-04T00:00:00,1006,2,9,3222
2023-12-04T00:00:00,1006,3,2,716
2023-12-04T00:00:00,1007,1,9,3222
2023-12-04T00:00:00,1007,2,4,1432
2023-12-04T00:00:00,1007,3,1,358
2023-12-04T00:00:00,1008,1,8,2864
2023-12-04T00:00:00,1008,2,2,716
2023-12-04T00:00:00,1008,3,5,1790
2023-12-04T00:00:00,1009,1,5,1790
2023-12-04T00:00:00,1009,2,8,2864
2023-12-04T00:00:00,1009,3,5,1790
2023-12-04T00:00:00,1010,1,1,358
2023-12-04T00:00:00,1010,2,8,2864
2023-12-04T00:00:00,1010,3,9,3222
2023-12-05T00:00:00,1001,1,2,716
2023-12-05T00:00:00,1001,2,6,2148
2023-12-05T00:00:00,1001,3,3,1074
2023-12-05T00:00:00,1002,1,4,1432
2023-12-05T00:00:00,1002,2,8,2864
2023-12-05T00:00:00,1002,3,3,1074
2023-12-05T00:00:00,1003,1,0,0
2023-12-05T00:00:00,1003,2,4,1432
2023-12-05T00:00:00,1003,3,4,1432
2023-12-05T00:00:00,1004,1,4,1432
2023-12-05T00:00:00,1004,2,8,2864
2023-12-05T00:00:00,1004,3,2,716
2023-12-05T00:00:00,1005,1,4,1432
2023-12-05T00:00:00,1005,2,2,716
2023-12-05T00:00:00,1005,3,4,1432
2023-12-05T00:00:00,1006,1,3,1074
2023-12-05T00:00:00,1006,2,7,2506
2023-12-05T00:00:00,1006,3,4,1432
2023-12-05T00:00:00,1007,1,2,716
2023-12-05T00:00:00,1007,2,9,3222
2023-12-05T00:00:00,1007,3,8,2864
2023-12-05T00:00:00,1008,1,6,2148
2023-12-05T00:00:00,1008,2,9,3222
2023-12-05T00:00:00,1008,3,0,0
2023-12-05T00:00:00,1009,1,7,2506
2023-12-05T00:00:00,1009,2,2,716
2023-12-05T00:00:00,1009,3,9,3222
2023-12-05T00:00:00,1010,1,4,1432
2023-12-05T00:00:00,1010,2,1,358
2023-12-05T00:00:00,1010,3,1,358
2023-12-06T00:00:00,1001,1,3,1074
2023-12-06T00:00:00,1001,2,2,716
2023-12-06T00:00:00,1001,3,4,1432
2023-12-06T00:00:00,1002,1,5,1790
2023-12-06T00:00:00,1002,2,6,2148
2023-12-06T00:00:00,1002,3,1,358
2023-12-06T00:00:00,1003,1,7,2506
2023-12-06T00:00:00,1003,2,2,716
2023-12-06T00:00:00,1003,3,5,1790
2023-12-06T00:00:00,1004,1,2,716
2023-12-06T00:00:00,1004,2,5,1790
2023-12-06T00:00:00,1004,3,2,716
2023-12-06T00:00:00,1005,1,1,358
2023-12-06T00:00:00,1005,2,3,1074
2023-12-06T00:00:00,1005,3,3,1074
2023-12-06T00:00:00,1006,1,2,716
2023-12-06T00:00:00,1006,2,1,358
2023-12-06T00:00:00,1006,3,8,2864
2023-12-06T00:00:00,1007,1,6,2148
2023-12-06T00:00:00,1007,2,1,358
2023-12-06T00:00:00,1007,3,3,1074
2023-12-06T00:00:00,1008,1,9,3222
2023-12-06T00:00:00,1008,2,1,358
2023-12-06T00:00:00,1008,3,5,1790
2023-12-06T00:00:00,1009,1,2,716
2023-12-06T00:00:00,1009,2,2,716
2023-12-06T00:00:00,1009,3,6,2148
2023-12-06T00:00:00,1010,1,6,2148
2023-12-06T00:00:00,1010,2,8,2864
2023-12-06T00:00:00,1010,3,1,358
2023-12-07T00:00:00,1001,1,5,1790
2023-12-07T00:00:00,1001,2,5,1790
2023-12-07T00:00:00,1001,3,1,358
2023-12-07T00:00:00,1002,1,2,716
2023-12-07T00:00:00,1002,2,9,3222
2023-12-07T00:00:00,1002,3,0,0
2023-12-07T00:00:00,1003,1,8,2864
2023-12-07T00:00:00,1003,2,5,1790
2023-12-07T00:00:00,1003,3,8,2864
2023-12-07T00:00:00,1004,1,3,1074
2023-12-07T00:00:00,1004,2,0,0
2023-12-07T00:00:00,1004,3,0,0
2023-12-07T00:00:00,1005,1,7,2506
2023-12-07T00:00:00,1005,2,4,1432
2023-12-07T00:00:00,1005,3,1,358
2023-12-07T00:00:00,1006,1,3,1074
2023-12-07T00:00:00,1006,2,9,3222
2023-12-07T00:00:00,1006,3,9,3222
2023-12-07T00:00:00,1007,1,4,1432
2023-12-07T00:00:00,1007,2,6,2148
2023-12-07T00:00:00,1007,3,4,1432
2023-12-07T00:00:00,1008,1,3,1074
2023-12-07T00:00:00,1008,2,7,2506
2023-12-07T00:00:00,1008,3,3,1074
2023-12-07T00:00:00,1009,1,9,3222
2023-12-07T00:00:00,1009,2,8,2864
2023-12-07T00:00:00,1009,3,7,2506
2023-12-07T00:00:00,1010,1,8,2864
2023-12-07T00:00:00,1010,2,7,2506
2023-12-07T00:00:00,1010,3,4,1432
2023-12-08T00:00:00,1001,1,1,358
2023-12-08T00:00:00,1001,2,4,1432
2023-12-08T00:00:00,1001,3,3,1074
2023-12-08T00:00:00,1002,1,4,1432
2023-12-08T00:00:00,1002,2,6,2148
2023-12-08T00:00:00,1002,3,8,2864
2023-12-08T00:00:00,1003,1,0,0
2023-12-08T00:00:00,1003,2,0,0
2023-12-08T00:00:00,1003,3,1,358
2023-12-08T00:00:00,1004,1,6,2148
2023-12-08T00:00:00,1004,2,0,0
2023-12-08T00:00:00,1004,3,0,0
2023-12-08T00:00:00,1005,1,7,2506
2023-12-08T00:00:00,1005,2,9,3222
2023-12-08T00:00:00,1005,3,8,2864
2023-12-08T00:00:00,1006,1,2,716
2023-12-08T00:00:00,1006,2,9,3222
2023-12-08T00:00:00,1006,3,5,1790
2023-12-08T00:00:00,1007,1,9,3222
2023-12-08T00:00:00,1007,2,3,1074
2023-12-08T00:00:00,1007,3,3,1074
2023-12-08T00:00:00,1008,1,6,2148
2023-12-08T00:00:00,1008,2,0,0
2023-12-08T00:00:00,1008,3,2,716
2023-12-08T00:00:00,1009,1,2,716
2023-12-08T00:00:00,1009,2,9,3222
2023-12-08T00:00:00,1009,3,7,2506
2023-12-08T00:00:00,1010,1,6,2148
2023-12-08T00:00:00,1010,2,6,2148
2023-12-08T00:00:00,1010,3,6,2148
2023-12-09T00:00:00,1001,1,7,2506
2023-12-09T00:00:00,1001,2,4,1432
2023-12-09T00:00:00,1001,3,8,2864
2023-12-09T00:00:00,1002,1,2,716
2023-12-09T00:00:00,1002,2,2,716
2023-12-09T00:00:00,1002,3,0,0
2023-12-09T00:00:00,1003,1,2,716
2023-12-09T00:00:00,1003,2,6,2148
2023-12-09T00:00:00,1003,3,3,1074
2023-12-09T00:00:00,1004,1,4,1432
2023-12-09T00:00:00,1004,2,2,716
2023-12-09T00:00:00,1004,3,8,2864
2023-12-09T00:00:00,1005,1,2,716
2023-12-09T00:00:00,1005,2,7,2506
2023-12-09T00:00:00,1005,3,3,1074
2023-12-09T00:00:00,1006,1,6,2148
2023-12-09T00:00:00,1006,2,9,3222
2023-12-09T00:00:00,1006,3,6,2148
2023-12-09T00:00:00,1007,1,5,1790
2023-12-09T00:00:00,1007,2,9,3222
2023-12-09T00:00:00,1007,3,7,2506
2023-12-09T00:00:00,1008,1,4,1432
2023-12-09T00:00:00,1008,2,8,2864
2023-12-09T00:00:00,1008,3,4,1432
2023-12-09T00:00:00,1009,1,1,358
2023-12-09T00:00:00,1009,2,3,1074
2023-12-09T00:00:00,1009,3,0,0
2023-12-09T00:00:00,1010,1,8,2864
2023-12-09T00:00:00,1010,2,9,3222
2023-12-09T00:00:00,1010,3,8,2864
2023-12-10T00:00:00,1001,1,9,3222
2023-12-10T00:00:00,1001,2,8,2864
2023-12-10T00:00:00,1001,3,8,2864
2023-12-10T00:00:00,1002,1,9,3222
2023-12-10T00:00:00,1002,2,4,1432
2023-12-10T00:00:00,1002,3,6,2148
2023-12-10T00:00:00,1003,1,3,1074
2023-12-10T00:00:00,1003,2,7,2506
2023-12-10T00:00:00,1003,3,0,0
2023-12-10T00:00:00,1004,1,6,2148
2023-12-10T00:00:00,1004,2,8,2864
2023-12-10T00:00:00,1004,3,0,0
2023-12-10T00:00:00,1005,1,0,0
2023-12-10T00:00:00,1005,2,5,1790
2023-12-10T00:00:00,1005,3,9,3222
2023-12-10T00:00:00,1006,1,8,2864
2023-12-10T00:00:00,1006,2,9,3222
2023-12-10T00:00:00,1006,3,9,3222
2023-12-10T00:00:00,1007,1,1,358
2023-12-10T00:00:00,1007,2,8,2864
2023-12-10T00:00:00,1007,3,6,2148
2023-12-10T00:00:00,1008,1,6,2148
2023-12-10T00:00:00,1008,2,4,1432
2023-12-10T00:00:00,1008,3,6,2148
2023-12-10T00:00:00,1009,1,0,0
2023-12-10T00:00:00,1009,2,8,2864
2023-12-10T00:00:00,1009,3,4,1432
2023-12-10T00:00:00,1010,1,7,2506
2023-12-10T00:00:00,1010,2,9,3222
2023-12-10T00:00:00,1010,3,1,358
2023-12-11T00:00:00,1001,1,6,2148
2023-12-11T00:00:00,1001,2,9,3222
2023-12-11T00:00:00,1001,3,8,2864
2023-12-11T00:00:00,1002,1,3,1074
2023-12-11T00:00:00,1002,2,2,716
2023-12-11T00:00:00,1002,3,5,1790
2023-12-11T00:00:00,1003,1,5,1790
2023-12-11T00:00:00,1003,2,8,2864
2023-12-11T00:00:00,1003,3,1,358
2023-12-11T00:00:00,1004,1,5,1790
2023-12-11T00:00:00,1004,2,2,716
2023-12-11T00:00:00,1004,3,1,358
2023-12-11T00:00:00,1005,1,1,358
2023-12-11T00:00:00,1005,2,3,1074
2023-12-11T00:00:00,1005,3,4,1432
2023-12-11T00:00:00,1006,1,6,2148
2023-12-11T00:00:00,1006,2,1,358
2023-12-11T00:00:00,1006,3,5,1790
2023-12-11T00:00:00,1007,1,8,2864
2023-12-11T00:00:00,1007,2,8,2864
2023-12-11T00:00:00,1007,3,8,2864
2023-12-11T00:00:00,1008,1,1,358
2023-12-11T00:00:00,1008,2,9,3222
2023-12-11T00:00:00,1008,3,0,0
2023-12-11T00:00:00,1009,1,7,2506
2023-12-11T00:00:00,1009,2,5,1790
2023-12-11T00:00:00,1009,3,1,358
2023-12-11T00:00:00,1010,1,2,716
2023-12-11T00:00:00,1010,2,4,1432
2023-12-11T00:00:00,1010,3,9,3222
2023-12-12T00:00:00,1001,1,6,2148
2023-12-12T00:00:00,1001,2,2,716
2023-12-12T00:00:00,1001,3,2,716
2023-12-12T00:00:00,1002,1,1,358
2023-12-12T00:00:00,1002,2,6,2148
2023-12-12T00:00:00,1002,3,4,1432
2023-12-12T00:00:00,1003,1,6,2148
2023-12-12T00:00:00,1003,2,7,2506
2023-12-12T00:00:00,1003,3,4,1432
2023-12-12T00:00:00,1004,1,0,0
2023-12-12T00:00:00,1004,2,0,0
2023-12-12T00:00:00,1004,3,3,1074
2023-12-12T00:00:00,1005,1,3,1074
2023-12-12T00:00:00,1005,2,8,2864
2023-12-12T00:00:00,1005,3,6,2148
2023-12-12T00:00:00,1006,1,2,716
2023-12-12T00:00:00,1006,2,6,2148
2023-12-12T00:00:00,1006,3,6,2148
2023-12-12T00:00:00,1007,1,9,3222
2023-12-12T00:00:00,1007,2,3,1074
2023-12-12T00:00:00,1007,3,9,3222
2023-12-12T00:00:00,1008,1,1,358
2023-12-12T00:00:00,1008,2,3,1074
2023-12-12T00:00:00,1008,3,3,1074
2023-12-12T00:00:00,1009,1,0,0
2023-12-12T00:00:00,1009,2,7,2506
2023-12-12T00:00:00,1009,3,6,2148
2023-12-12T00:00:00,1010,1,8,2864
2023-12-12T00:00:00,1010,2,8,2864
2023-12-12T00:00:00,1010,3,9,3222
2023-12-13T00:00:00,1001,1,6,2148
2023-12-13T00:00:00,1001,2,7,2506
2023-12-13T00:00:00,1001,3,1,358
2023-12-13T00:00:00,1002,1,1,358
2023-12-13T00:00:00,1002,2,5,1790
2023-12-13T00:00:00,1002,3,9,3222
2023-12-13T00:00:00,1003,1,1,358
2023-12-13T00:00:00,1003,2,3,1074
2023-12-13T00:00:00,1003,3,9,3222
2023-12-13T00:00:00,1004,1,6,2148
2023-12-13T00:00:00,1004,2,7,2506
2023-12-13T00:00:00,1004,3,3,1074
2023-12-13T00:00:00,1005,1,8,2864
2023-12-13T00:00:00,1005,2,0,0
2023-12-13T00:00:00,1005,3,5,1790
2023-12-13T00:00:00,1006,1,9,3222
2023-12-13T00:00:00,1006,2,8,2864
2023-12-13T00:00:00,1006,3,1,358
2023-12-13T00:00:00,1007,1,0,0
2023-12-13T00:00:00,1007,2,2,716
2023-12-13T00:00:00,1007,3,9,3222
2023-12-13T00:00:00,1008,1,5,1790
2023-12-13T00:00:00,1008,2,1,358
2023-12-13T00:00:00,1008,3,2,716
2023-12-13T00:00:00,1009,1,2,716
2023-12-13T00:00:00,1009,2,4,1432
2023-12-13T00:00:00,1009,3,6,2148
2023-12-13T00:00:00,1010,1,1,358
2023-12-13T00:00:00,1010,2,5,1790
2023-12-13T00:00:00,1010,3,9,3222
2023-12-14T00:00:00,1001,1,6,2148
2023-12-14T00:00:00,1001,2,4,1432
2023-12-14T00:00:00,1001,3,5,1790
2023-12-14T00:00:00,1002,1,8,2864
2023-12-14T00:00:00,1002,2,5,1790
2023-12-14T00:00:00,1002,3,1,358
2023-12-14T00:00:00,1003,1,3,1074
2023-12-14T00:00:00,1003,2,9,3222
2023-12-14T00:00:00,1003,3,5,1790
2023-12-14T00:00:00,1004,1,3,1074
2023-12-14T00:00:00,1004,2,7,2506
2023-12-14T00:00:00,1004,3,6,2148
2023-12-14T00:00:00,1005,1,2,716
2023-12-14T00:00:00,1005,2,4,1432
2023-12-14T00:00:00,1005,3,2,716
2023-12-14T00:00:00,1006,1,5,1790
2023-12-14T00:00:00,1006,2,3,1074
2023-12-14T00:00:00,1006,3,4,1432
2023-12-14T00:00:00,1007,1,1,358
2023-12-14T00:00:00,1007,2,4,1432
2023-12-14T00:00:00,1007,3,6,2148
2023-12-14T00:00:00,1008,1,7,2506
2023-12-14T00:00:00,1008,2,2,716
2023-12-14T00:00:00,1008,3,2,716
2023-12-14T00:00:00,1009,1,4,1432
2023-12-14T00:00:00,1009,2,4,1432
2023-12-14T00:00:00,1009,3,0,0
2023-12-14T00:00:00,1010,1,2,716
2023-12-14T00:00:00,1010,2,8,2864
2023-12-14T00:00:00,1010,3,6,2148
2023-12-15T00:00:00,1001,1,1,358
2023-12-15T00:00:00,1001,2,2,716
2023-12-15T00:00:00,1001,3,6,2148
2023-12-15T00:00:00,1002,1,5,1790
2023-12-15T00:00:00,1002,2,2,716
2023-12-15T00:00:00,1002,3,1,358
2023-12-15T00:00:00,1003,1,6,2148
2023-12-15T00:00:00,1003,2,8,2864
2023-12-15T00:00:00,1003,3,3,1074
2023-12-15T00:00:00,1004,1,1,358
2023-12-15T00:00:00,1004,2,3,1074
2023-12-15T00:00:00,1004,3,6,2148
2023-12-15T00:00:00,1005,1,1,358
2023-12-15T00:00:00,1005,2,7,2506
2023-12-15T00:00:00,1005,3,5,1790
2023-12-15T00:00:00,1006,1,0,0
2023-12-15T00:00:00,1006,2,2,716
2023-12-15T00:00:00,1006,3,8,2864
2023-12-15T00:00:00,1007,1,2,716
2023-12-15T00:00:00,1007,2,6,2148
2023-12-15T00:00:00,1007,3,5,1790
2023-12-15T00:00:00,1008,1,8,2864
2023-12-15T00:00:00,1008,2,7,2506
2023-12-15T00:00:00,1008,3,0,0
2023-12-15T00:00:00,1009,1,4,1432
2023-12-15T00:00:00,1009,2,1,358
2023-12-15T00:00:00,1009,3,8,2864
2023-12-15T00:00:00,1010,1,3,1074
2023-12-15T00:00:00,1010,2,2,716
2023-12-15T00:00:00,1010,3,7,2506
2023-12-16T00:00:00,1001,1,9,3222
2023-12-16T00:00:00,1001,2,7,2506
2023-12-16T00:00:00,1001,3,3,1074
2023-12-16T00:00:00,1002,1,8,2864
2023-12-16T00:00:00,1002,2,1,358
2023-12-16T00:00:00,1002,3,2,716
2023-12-16T00:00:00,1003,1,6,2148
2023-12-16T00:00:00,1003,2,3,1074
2023-12-16T00:00:00,1003,3,4,1432
2023-12-16T00:00:00,1004,1,4,1432
2023-12-16T00:00:00,1004,2,5,1790
2023-12-16T00:00:00,1004,3,2,716
2023-12-16T00:00:00,1005,1,7,2506
2023-12-16T00:00:00,1005,2,9,3222
2023-12-16T00:00:00,1005,3,3,1074
2023-12-16T00:00:00,1006,1,9,3222
2023-12-16T00:00:00,1006,2,2,716
2023-12-16T00:00:00,1006,3,4,1432
2023-12-16T00:00:00,1007,1,9,3222
2023-12-16T00:00:00,1007,2,0,0
2023-12-16T00:00:00,1007,3,8,2864
2023-12-16T00:00:00,1008,1,3,1074
2023-12-16T00:00:00,1008,2,8,2864
2023-12-16T00:00:00,1008,3,9,3222
2023-12-16T00:00:00,1009,1,0,0
2023-12-16T00:00:00,1009,2,0,0
2023-12-16T00:00:00,1009,3,0,0
2023-12-16T00:00:00,1010,1,5,1790
2023-12-16T00:00:00,1010,2,1,358
2023-12-16T00:00:00,1010,3,2,716
2023-12-17T00:00:00,1001,1,3,1074
2023-12-17T00:00:00,1001,2,5,1790
2023-12-17T00:00:00,1001,3,0,0
2023-12-17T00:00:00,1002,1,7,2506
2023-12-17T00:00:00,1002,2,2,716
2023-12-17T00:00:00,1002,3,3,1074
2023-12-17T00:00:00,1003,1,5,1790
2023-12-17T00:00:00,1003,2,7,2506
2023-12-17T00:00:00,1003,3,5,1790
2023-12-17T00:00:00,1004,1,6,2148
2023-12-17T00:00:00,1004,2,7,2506
2023-12-17T00:00:00,1004,3,9,3222
2023-12-17T00:00:00,1005,1,7,2506
2023-12-17T00:00:00,1005,2,4,1432
2023-12-17T00:00:00,1005,3,7,2506
2023-12-17T00:00:00,1006,1,1,358
2023-12-17T00:00:00,1006,2,4,1432
2023-12-17T00:00:00,1006,3,2,716
2023-12-17T00:00:00,1007,1,0,0
2023-12-17T00:00:00,1007,2,3,1074
2023-12-17T00:00:00,1007,3,3,1074
2023-12-17T00:00:00,1008,1,0,0
2023-12-17T00:00:00,1008,2,2,716
2023-12-17T00:00:00,1008,3,1,358
2023-12-17T00:00:00,1009,1,3,1074
2023-12-17T00:00:00,1009,2,7,2506
2023-12-17T00:00:00,1009,3,5,1790
2023-12-17T00:00:00,1010,1,8,2864
2023-12-17T00:00:00,1010,2,0,0
2023-12-17T00:00:00,1010,3,9,3222
2023-12-18T00:00:00,1001,1,8,2864
2023-12-18T00:00:00,1001,2,1,358
2023-12-18T00:00:00,1001,3,4,1432
2023-12-18T00:00:00,1002,1,5,1790
2023-12-18T00:00:00,1002,2,0,0
2023-12-18T00:00:00,1002,3,8,2864
2023-12-18T00:00:00,1003,1,2,716
2023-12-18T00:00:00,1003,2,9,3222
2023-12-18T00:00:00,1003,3,2,716
2023-12-18T00:00:00,1004,1,0,0
2023-12-18T00:00:00,1004,2,2,716
2023-12-18T00:00:00,1004,3,3,1074
2023-12-18T00:00:00,1005,1,0,0
2023-12-18T00:00:00,1005,2,5,1790
